State,Year,Education Level of Mother,Education_Level_Code,Number_of_Births,Average_Age_of_Mother
Arkansas,2020,"Bachelor's degree (BA, AB, BS)",6,2513,30
Arkansas,2020,"Bachelor's degree (BA, AB, BS)",6,2687,30.1
Arkansas,2020,"Associate degree (AA, AS)",5,1442,28.8
Arkansas,2020,"Associate degree (AA, AS)",5,1498,28.4
Arkansas,2020,"Some college credit, but not a degree",4,3763,27
Arkansas,2020,"Some college credit, but not a degree",4,3903,27.1
Arkansas,2020,High school graduate or GED completed,3,5793,25.4
Arkansas,2020,High school graduate or GED completed,3,6060,25.4
Arkansas,2020,9th through 12th grade with no diploma,2,1806,24.4
Arkansas,2020,9th through 12th grade with no diploma,2,1866,24.1
Arkansas,2020,8th grade or less,1,396,29.6
Arkansas,2020,8th grade or less,1,427,29.2
Arkansas,2020,Unknown or Not Stated,0,138,27.1
Arkansas,2020,Unknown or Not Stated,0,177,26.3
Arkansas,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,346,32.9
Arkansas,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,342,32.9
Arkansas,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1208,31.6
Arkansas,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1304,31.8
Arkansas,2021,"Bachelor's degree (BA, AB, BS)",6,2703,30
Arkansas,2021,"Bachelor's degree (BA, AB, BS)",6,2837,30
Arkansas,2021,"Associate degree (AA, AS)",5,1550,28.7
Arkansas,2021,"Associate degree (AA, AS)",5,1507,28.7
Arkansas,2021,"Some college credit, but not a degree",4,3660,27
Arkansas,2021,"Some college credit, but not a degree",4,3759,27.1
Arkansas,2021,High school graduate or GED completed,3,5872,25.5
Arkansas,2021,High school graduate or GED completed,3,6207,25.4
Arkansas,2021,9th through 12th grade with no diploma,2,1751,24.6
Arkansas,2021,9th through 12th grade with no diploma,2,1756,24.4
Arkansas,2021,8th grade or less,1,391,28.9
Arkansas,2021,8th grade or less,1,393,29.6
Arkansas,2021,Unknown or Not Stated,0,188,28.3
Arkansas,2021,Unknown or Not Stated,0,191,28.3
California,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6741,34.7
California,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7042,34.6
California,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,20235,33.4
California,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,21445,33.4
California,2016,"Bachelor's degree (BA, AB, BS)",6,45550,32.3
California,2016,"Bachelor's degree (BA, AB, BS)",6,48516,32.2
California,2016,"Associate degree (AA, AS)",5,15512,30.5
California,2016,"Associate degree (AA, AS)",5,16283,30.4
California,2016,"Some college credit, but not a degree",4,47094,28.4
California,2016,"Some college credit, but not a degree",4,49404,28.4
California,2016,High school graduate or GED completed,3,57435,27.1
California,2016,High school graduate or GED completed,3,59967,27.1
California,2016,9th through 12th grade with no diploma,2,23614,26.6
California,2016,9th through 12th grade with no diploma,2,24405,26.6
California,2016,8th grade or less,1,9981,31.4
California,2016,8th grade or less,1,10245,31.4
California,2016,Unknown or Not Stated,0,12246,30.6
California,2016,Unknown or Not Stated,0,13112,30.6
California,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6639,34.8
California,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7064,34.7
California,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,20082,33.6
California,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,21374,33.5
California,2017,"Bachelor's degree (BA, AB, BS)",6,45727,32.4
California,2017,"Bachelor's degree (BA, AB, BS)",6,48441,32.4
California,2017,"Associate degree (AA, AS)",5,14970,30.6
California,2017,"Associate degree (AA, AS)",5,15877,30.5
California,2017,"Some college credit, but not a degree",4,45345,28.6
California,2017,"Some college credit, but not a degree",4,47897,28.6
California,2017,High school graduate or GED completed,3,55492,27.2
California,2017,High school graduate or GED completed,3,57487,27.2
California,2017,9th through 12th grade with no diploma,2,21081,27
California,2017,9th through 12th grade with no diploma,2,22095,26.9
California,2017,8th grade or less,1,9023,31.3
California,2017,8th grade or less,1,9238,31.4
California,2017,Unknown or Not Stated,0,11401,30.9
California,2017,Unknown or Not Stated,0,12425,31
California,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6774,34.8
California,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7138,34.8
California,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,20175,33.7
California,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,21646,33.6
California,2018,"Bachelor's degree (BA, AB, BS)",6,44835,32.5
California,2018,"Bachelor's degree (BA, AB, BS)",6,47166,32.5
California,2018,"Associate degree (AA, AS)",5,14621,30.6
California,2018,"Associate degree (AA, AS)",5,15251,30.8
California,2018,"Some college credit, but not a degree",4,43584,28.8
California,2018,"Some college credit, but not a degree",4,45121,28.8
California,2018,High school graduate or GED completed,3,53314,27.4
California,2018,High school graduate or GED completed,3,55222,27.4
California,2018,9th through 12th grade with no diploma,2,19133,27.2
California,2018,9th through 12th grade with no diploma,2,19711,27.2
California,2018,8th grade or less,1,8265,31.3
California,2018,8th grade or less,1,8452,31.4
California,2018,Unknown or Not Stated,0,11830,31
California,2018,Unknown or Not Stated,0,12682,31.1
California,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6844,34.9
California,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7226,34.8
California,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,20374,33.7
California,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,21683,33.7
California,2019,"Bachelor's degree (BA, AB, BS)",6,44430,32.5
California,2019,"Bachelor's degree (BA, AB, BS)",6,47107,32.6
California,2019,"Associate degree (AA, AS)",5,14383,30.8
California,2019,"Associate degree (AA, AS)",5,15469,30.7
California,2019,"Some college credit, but not a degree",4,41911,28.9
California,2019,"Some college credit, but not a degree",4,43524,29
California,2019,High school graduate or GED completed,3,51369,27.5
California,2019,High school graduate or GED completed,3,54019,27.5
California,2019,9th through 12th grade with no diploma,2,17231,27.5
California,2019,9th through 12th grade with no diploma,2,18052,27.3
California,2019,8th grade or less,1,7278,31.2
California,2019,8th grade or less,1,7632,31.2
California,2019,Unknown or Not Stated,0,13456,31.1
California,2019,Unknown or Not Stated,0,14491,31.2
California,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6516,34.9
California,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7019,34.9
California,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,19484,33.8
California,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,20652,33.8
California,2020,"Bachelor's degree (BA, AB, BS)",6,42045,32.6
California,2020,"Bachelor's degree (BA, AB, BS)",6,44311,32.6
California,2020,"Associate degree (AA, AS)",5,13978,30.8
California,2020,"Associate degree (AA, AS)",5,14387,30.8
California,2020,"Some college credit, but not a degree",4,38645,29.1
California,2020,"Some college credit, but not a degree",4,40223,29.1
California,2020,High school graduate or GED completed,3,48899,27.7
California,2020,High school graduate or GED completed,3,50915,27.6
California,2020,9th through 12th grade with no diploma,2,15306,27.5
California,2020,9th through 12th grade with no diploma,2,15921,27.6
California,2020,8th grade or less,1,6716,31.3
California,2020,8th grade or less,1,6691,31.2
California,2020,Unknown or Not Stated,0,13892,31
California,2020,Unknown or Not Stated,0,14659,31.1
California,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,6977,35.1
California,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,7608,35
California,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,20431,33.9
California,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,21231,33.8
California,2021,"Bachelor's degree (BA, AB, BS)",6,42965,32.6
California,2021,"Bachelor's degree (BA, AB, BS)",6,45112,32.7
California,2021,"Associate degree (AA, AS)",5,14064,30.8
California,2021,"Associate degree (AA, AS)",5,14802,30.9
California,2021,"Some college credit, but not a degree",4,37791,29.3
California,2021,"Some college credit, but not a degree",4,39122,29.3
California,2021,High school graduate or GED completed,3,48982,27.7
California,2021,High school graduate or GED completed,3,50322,27.8
California,2021,9th through 12th grade with no diploma,2,13548,27.6
California,2021,9th through 12th grade with no diploma,2,13943,27.7
California,2021,8th grade or less,1,6186,31
California,2021,8th grade or less,1,6324,31
California,2021,Unknown or Not Stated,0,15072,31
California,2021,Unknown or Not Stated,0,16128,31.1
Colorado,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1036,34.1
Colorado,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,975,34.2
Colorado,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3423,33.3
Colorado,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3553,33.2
Colorado,2016,"Bachelor's degree (BA, AB, BS)",6,7963,31.7
Colorado,2016,"Bachelor's degree (BA, AB, BS)",6,8463,31.6
Colorado,2016,"Associate degree (AA, AS)",5,2653,30
Colorado,2016,"Associate degree (AA, AS)",5,2725,29.6
Colorado,2016,"Some college credit, but not a degree",4,6906,27.9
Colorado,2016,"Some college credit, but not a degree",4,7230,27.8
Colorado,2016,High school graduate or GED completed,3,6429,26.3
Colorado,2016,High school graduate or GED completed,3,6779,26.4
Colorado,2016,9th through 12th grade with no diploma,2,3011,25
Colorado,2016,9th through 12th grade with no diploma,2,3071,25.1
Colorado,2016,8th grade or less,1,802,30.8
Colorado,2016,8th grade or less,1,844,30.3
Colorado,2016,Unknown or Not Stated,0,364,30.2
Colorado,2016,Unknown or Not Stated,0,386,29.2
Colorado,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,993,34.4
Colorado,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1029,34.2
Colorado,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3423,33.3
Colorado,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3634,33.4
Colorado,2017,"Bachelor's degree (BA, AB, BS)",6,7777,31.8
Colorado,2017,"Bachelor's degree (BA, AB, BS)",6,7966,31.8
Colorado,2017,"Associate degree (AA, AS)",5,2628,29.9
Colorado,2017,"Associate degree (AA, AS)",5,2595,29.9
Colorado,2017,"Some college credit, but not a degree",4,6590,28.1
Colorado,2017,"Some college credit, but not a degree",4,6791,27.9
Colorado,2017,High school graduate or GED completed,3,6192,26.2
Colorado,2017,High school graduate or GED completed,3,6505,26.3
Colorado,2017,9th through 12th grade with no diploma,2,2802,25.2
Colorado,2017,9th through 12th grade with no diploma,2,2914,25.4
Colorado,2017,8th grade or less,1,815,30.4
Colorado,2017,8th grade or less,1,832,30.7
Colorado,2017,Unknown or Not Stated,0,419,29.6
Colorado,2017,Unknown or Not Stated,0,477,29.7
Colorado,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1025,34.3
Colorado,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1025,34.5
Colorado,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3469,33.4
Colorado,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3562,33.4
Colorado,2018,"Bachelor's degree (BA, AB, BS)",6,7659,31.8
Colorado,2018,"Bachelor's degree (BA, AB, BS)",6,7915,31.9
Colorado,2018,"Associate degree (AA, AS)",5,2401,30.1
Colorado,2018,"Associate degree (AA, AS)",5,2513,30.2
Colorado,2018,"Some college credit, but not a degree",4,6461,28.1
Colorado,2018,"Some college credit, but not a degree",4,6716,28.1
Colorado,2018,High school graduate or GED completed,3,6082,26.5
Colorado,2018,High school graduate or GED completed,3,6424,26.5
Colorado,2018,9th through 12th grade with no diploma,2,2616,25.4
Colorado,2018,9th through 12th grade with no diploma,2,2675,25.3
Colorado,2018,8th grade or less,1,715,30.7
Colorado,2018,8th grade or less,1,750,30.4
Colorado,2018,Unknown or Not Stated,0,435,29.5
Colorado,2018,Unknown or Not Stated,0,442,29.6
Colorado,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1026,34.5
Colorado,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1079,34.5
Colorado,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3528,33.5
Colorado,2019,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3689,33.5
Colorado,2019,"Bachelor's degree (BA, AB, BS)",6,7734,32
Colorado,2019,"Bachelor's degree (BA, AB, BS)",6,8091,32
Colorado,2019,"Associate degree (AA, AS)",5,2456,30.1
Colorado,2019,"Associate degree (AA, AS)",5,2535,30.2
Colorado,2019,"Some college credit, but not a degree",4,6233,28.3
Colorado,2019,"Some college credit, but not a degree",4,6436,28.2
Colorado,2019,High school graduate or GED completed,3,6122,26.4
Colorado,2019,High school graduate or GED completed,3,6476,26.5
Colorado,2019,9th through 12th grade with no diploma,2,2447,25.5
Colorado,2019,9th through 12th grade with no diploma,2,2697,25.4
Colorado,2019,8th grade or less,1,736,30.4
Colorado,2019,8th grade or less,1,768,30.3
Colorado,2019,Unknown or Not Stated,0,378,29.4
Colorado,2019,Unknown or Not Stated,0,438,30
Colorado,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1065,34.6
Colorado,2020,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1085,34.3
Colorado,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3555,33.5
Colorado,2020,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3782,33.4
Colorado,2020,"Bachelor's degree (BA, AB, BS)",6,7645,32
Colorado,2020,"Bachelor's degree (BA, AB, BS)",6,8113,32
Colorado,2020,"Associate degree (AA, AS)",5,2315,30.1
Colorado,2020,"Associate degree (AA, AS)",5,2443,30.2
Colorado,2020,"Some college credit, but not a degree",4,5908,28.5
Colorado,2020,"Some college credit, but not a degree",4,6126,28.4
Colorado,2020,High school graduate or GED completed,3,6068,26.6
Colorado,2020,High school graduate or GED completed,3,6476,26.6
Colorado,2020,9th through 12th grade with no diploma,2,2365,25.5
Colorado,2020,9th through 12th grade with no diploma,2,2444,25.5
Colorado,2020,8th grade or less,1,779,30.4
Colorado,2020,8th grade or less,1,724,30.3
Colorado,2020,Unknown or Not Stated,0,278,29.7
Colorado,2020,Unknown or Not Stated,0,323,29.6
Colorado,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1098,34.4
Colorado,2021,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1259,34.6
Colorado,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3837,33.7
Colorado,2021,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,4027,33.6
Colorado,2021,"Bachelor's degree (BA, AB, BS)",6,8290,32.3
Colorado,2021,"Bachelor's degree (BA, AB, BS)",6,8685,32.2
Colorado,2021,"Associate degree (AA, AS)",5,2342,30
Colorado,2021,"Associate degree (AA, AS)",5,2380,30.1
Colorado,2021,"Some college credit, but not a degree",4,5850,28.5
Colorado,2021,"Some college credit, but not a degree",4,6093,28.6
Colorado,2021,High school graduate or GED completed,3,6130,26.7
Colorado,2021,High school graduate or GED completed,3,6313,26.7
Colorado,2021,9th through 12th grade with no diploma,2,2236,25.5
Colorado,2021,9th through 12th grade with no diploma,2,2331,25.4
Colorado,2021,8th grade or less,1,674,30
Colorado,2021,8th grade or less,1,703,30
Colorado,2021,Unknown or Not Stated,0,312,30.3
Colorado,2021,Unknown or Not Stated,0,389,29.6
Connecticut,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,707,34.4
Connecticut,2016,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,707,34.1
Connecticut,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2989,33.1
Connecticut,2016,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3121,33
Connecticut,2016,"Bachelor's degree (BA, AB, BS)",6,4181,32.1
Connecticut,2016,"Bachelor's degree (BA, AB, BS)",6,4279,32.2
Connecticut,2016,"Associate degree (AA, AS)",5,1590,30.6
Connecticut,2016,"Associate degree (AA, AS)",5,1598,30.4
Connecticut,2016,"Some college credit, but not a degree",4,3231,28.9
Connecticut,2016,"Some college credit, but not a degree",4,3191,28.5
Connecticut,2016,High school graduate or GED completed,3,3257,27.7
Connecticut,2016,High school graduate or GED completed,3,3431,27.6
Connecticut,2016,9th through 12th grade with no diploma,2,1418,26.2
Connecticut,2016,9th through 12th grade with no diploma,2,1387,26.1
Connecticut,2016,8th grade or less,1,407,30.4
Connecticut,2016,8th grade or less,1,405,29.5
Connecticut,2016,Unknown or Not Stated,0,58,31.1
Connecticut,2016,Unknown or Not Stated,0,58,31.8
Connecticut,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,697,34.2
Connecticut,2017,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,747,34.4
Connecticut,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2927,33.2
Connecticut,2017,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3034,33.2
Connecticut,2017,"Bachelor's degree (BA, AB, BS)",6,3934,32.2
Connecticut,2017,"Bachelor's degree (BA, AB, BS)",6,4292,32.2
Connecticut,2017,"Associate degree (AA, AS)",5,1576,30.8
Connecticut,2017,"Associate degree (AA, AS)",5,1586,30.7
Connecticut,2017,"Some college credit, but not a degree",4,3123,28.9
Connecticut,2017,"Some college credit, but not a degree",4,3248,28.9
Connecticut,2017,High school graduate or GED completed,3,3117,27.6
Connecticut,2017,High school graduate or GED completed,3,3273,27.6
Connecticut,2017,9th through 12th grade with no diploma,2,1318,26.3
Connecticut,2017,9th through 12th grade with no diploma,2,1414,26
Connecticut,2017,8th grade or less,1,419,30.7
Connecticut,2017,8th grade or less,1,423,30.2
Connecticut,2017,Unknown or Not Stated,0,48,31
Connecticut,2017,Unknown or Not Stated,0,45,29.6
Connecticut,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,660,34.2
Connecticut,2018,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,796,34.3
Connecticut,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,2914,33.3
Connecticut,2018,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3047,33.2
Connecticut,2018,"Bachelor's degree (BA, AB, BS)",6,4036,32.3
Connecticut,2018,"Bachelor's degree (BA, AB, BS)",6,4164,32.2
Connecticut,2018,"Associate degree (AA, AS)",5,1496,30.7
Connecticut,2018,"Associate degree (AA, AS)",5,1630,30.7
Connecticut,2018,"Some college credit, but not a degree",4,2997,29
Connecticut,2018,"Some college credit, but not a degree",4,3081,28.8
Connecticut,2018,High school graduate or GED completed,3,3189,28
Connecticut,2018,High school graduate or GED completed,3,3398,27.8
Connecticut,2018,9th through 12th grade with no diploma,2,1226,26.3
Connecticut,2018,9th through 12th grade with no diploma,2,1258,26.3
Connecticut,2018,8th grade or less,1,386,31.2
Connecticut,2018,8th grade or less,1,380,30.8
Connecticut,2018,Unknown or Not Stated,0,23,28.6
Connecticut,2018,Unknown or Not Stated,0,44,29.4
Connecticut,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,760,34.3
Connecticut,2019,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,748,34.3
